x,y,phi,radius,distance,phibin,size,year,make,type,emp
-6.05078445793,15.8867242515,1.93470376909,17,17.0,290,41.5152,2011.0,CANON,c,12.0
-7.65677487886,20.6245920797,1.92627080804,22,22.0,290,41.5152,2011.0,CANON,c,12.0
-8.14622909312,21.5090434832,1.93283755133,23,23.0,290,41.5152,2011.0,CANON,c,12.0
-8.51853211022,22.4373485663,1.93364497154,24,24.0,290,41.5152,2010.0,CANON,c,10.0
-9.29190280985,25.3507503276,1.92212385479,27,27.0,290,41.5152,2011.0,CANON,c,12.0
-10.3765100358,28.1483221432,1.92397674668,30,30.0,290,41.5152,2011.0,CANON,c,12.0
-10.8603880027,29.0353572809,1.9287251773,31,31.0,290,41.5152,2011.0,CANON,c,12.0
-11.3674616909,30.9803294803,1.92246894193,33,33.0,290,41.5152,2011.0,CANON,c,12.0
-11.9746420851,31.8215013306,1.93071204766,34,34.0,290,41.5152,2011.0,CANON,c,12.0
-4.3492564594,11.1840944314,1.94167879284,12,12.0,291,41.5152,2011.0,CANON,c,12.0
-6.56607860514,16.7596721851,1.94419514113,18,18.0,291,41.5152,2011.0,CANON,c,12.0
-7.05129385143,17.6431078617,1.95101197863,19,19.0,291,41.5152,2011.0,CANON,c,12.0
-7.36562640028,18.5942880405,1.9479560584,20,20.0,291,41.5152,2011.0,CANON,c,12.0
-7.60111243911,19.5760846363,1.94116350214,21,21.0,291,41.5152,2007.0,CANON,c,12.0
-9.30234901282,23.2048767039,1.95206027898,25,25.0,291,41.5152,2007.0,CANON,c,12.0
-9.43164883355,24.2289909051,1.94201967746,26,26.0,291,41.5152,2007.0,CANON,c,12.0
-10.3129165995,26.0315914076,1.94799599568,28,28.0,291,41.5152,2007.0,CANON,c,12.0
-10.4703372777,27.0438909421,1.9401857563,29,29.0,291,41.5152,2007.0,CANON,c,12.0
-11.6359016513,29.8094916555,1.94294936279,32,32.0,291,41.5152,2007.0,CANON,c,12.0
-12.3161113884,30.6155744723,1.95326886991,33,33.0,291,41.5152,2007.0,CANON,c,12.0
-12.6134065358,32.6481542443,1.93947482454,35,35.0,291,41.5152,2007.0,CANON,c,12.0
-10.2388951622,24.983294936,1.9597477189,27,27.0,292,41.5152,2007.0,CANON,c,12.0
-11.3263482723,27.7797378464,1.95793991051,30,30.0,292,41.5152,2002.0,FUJIFILM,c,3.0
-11.8045834746,28.6644694525,1.96145010078,31,31.0,292,41.5152,2002.0,FUJIFILM,c,3.0
-12.9212376684,31.4490320537,1.96063197769,34,34.0,292,41.5152,2002.0,FUJIFILM,c,3.0
-13.5533072451,32.2693021728,1.96842959554,35,35.0,292,41.5152,2002.0,FUJIFILM,c,3.0
-5.61279837279,12.8256186762,1.98331083091,14,14.0,293,41.5152,2002.0,FUJIFILM,c,3.0
-5.92475086064,13.7803239163,1.97684609843,15,15.0,293,41.5152,2002.0,FUJIFILM,c,3.0
-6.32154274386,14.6982344973,1.97696913665,16,16.0,293,41.5152,2002.0,FUJIFILM,c,3.0
-8.60804902962,20.2460241011,1.97281292143,22,22.0,293,41.5152,2001.0,FUJIFILM,c,3.0
-9.09630246629,21.1248025184,1.97739914925,23,23.0,293,41.5152,2006.0,FUJIFILM,c,6.0
-9.46312469459,22.0555950048,1.97609892632,24,24.0,293,41.5152,2000.0,FUJIFILM,c,2.0
-10.3756030931,23.8400264357,1.98128958563,26,26.0,293,41.5152,2012.0,LEICA,c,10.0
-11.2513488996,25.6399521829,1.98431498589,28,28.0,293,41.5152,2012.0,LEICA,c,10.0
-11.4129763244,26.6597819087,1.97528735019,29,29.0,293,41.5152,2012.0,LEICA,c,10.0
-12.5758370368,29.4253007261,1.97468262192,32,32.0,293,41.5152,2010.0,NIKON,c,10.0
-13.2530785081,30.2217787375,1.98406879788,33,33.0,293,41.5152,2011.0,NIKON,c,10.0
-3.33998009648,7.26942452709,2.00148591141,8,8.0,294,41.5152,2011.0,NIKON,c,10.0
-4.63087448921,9.97772526507,2.00533124816,11,11.0,294,41.5152,2010.0,NIKON,c,10.0
-5.39613648821,11.8271598873,1.99883521905,13,13.0,294,41.5152,2010.0,NIKON,c,10.0
-6.99896166905,15.4924025108,1.99511901243,17,17.0,294,41.5152,2010.0,NIKON,c,10.0
-7.51215976882,16.3574892819,2.00131500755,18,18.0,294,41.5152,2010.0,NIKON,c,10.0
-7.99613112523,17.2354833709,2.00517736921,19,19.0,294,41.5152,2010.0,NIKON,c,10.0
-8.30545375178,18.1939395947,1.99903886577,20,20.0,294,41.5152,2010.0,NIKON,c,10.0
-8.5452106506,19.1827885078,1.98987036499,21,21.0,294,41.5152,2010.0,NIKON,c,10.0
-10.2411017024,22.806135927,1.99286018358,25,25.0,294,41.5152,2010.0,NIKON,c,10.0
-11.1713955033,24.5804784841,1.99737158302,27,27.0,294,41.5152,2012.0,NIKON,c,12.0
-12.2631228616,27.3791127994,1.99190307433,30,30.0,294,41.5152,2010.0,NIKON,c,10.0
-12.7361383028,28.2628869922,1.99417502425,31,31.0,294,41.5152,2010.0,NIKON,c,10.0
-13.5031096205,29.0114810132,2.00641588104,32,32.0,294,41.5152,2010.0,NIKON,c,10.0
-13.8562669941,31.0484116339,1.99055190772,34,34.0,294,41.5152,2010.0,NIKON,c,10.0
-14.4818459432,31.8633980937,1.99738436654,35,35.0,294,41.5152,2010.0,NIKON,c,10.0
-1.28266528029,2.71196787937,2.01258279371,3,3.0,295,41.5152,2010.0,NIKON,c,10.0
-1.7132453068,3.6145249368,2.0134195105,4,4.0,295,41.5152,2010.0,NIKON,c,10.0
-2.9914650544,6.32859675033,2.01235830871,7,7.0,295,41.5152,2010.0,NIKON,c,10.0
-9.540680063,19.8236077427,2.01935503481,22,22.0,295,41.5152,2010.0,NIKON,c,10.0
-10.0283159729,20.6986202136,2.02196074718,23,23.0,295,41.5152,2010.0,NIKON,c,10.0
-10.3906640886,21.6340957703,2.0185528811,24,24.0,295,41.5152,2010.0,NIKON,c,10.0
-11.3035589247,23.4143023735,2.0205594938,26,26.0,295,41.5152,2010.0,NIKON,c,10.0
-12.1749415248,25.2144958083,2.02063397611,28,28.0,295,41.5152,2010.0,NIKON,c,10.0
-12.3415546369,26.2428281468,2.01038894409,29,29.0,295,41.5152,2010.0,NIKON,c,10.0
-14.1774742802,29.7993158149,2.01486872586,33,33.0,295,41.5152,2010.0,NIKON,c,10.0
-14.7788930841,30.6199986807,2.02047183776,34,34.0,295,41.5152,2010.0,NIKON,c,10.0
-4.04510586434,8.0397212978,2.03695282811,9,9.0,296,41.5152,2010.0,NIKON,c,10.0
-4.48149193589,8.9395877997,2.03549024014,10,10.0,296,41.5152,2010.0,NIKON,c,10.0
-5.30746428263,10.7624728984,2.02894525544,12,12.0,296,41.5152,2010.0,NIKON,c,10.0
-9.46904056651,18.7439929244,2.03857722783,21,21.0,296,41.5152,2010.0,NIKON,c,10.0
-11.1628090888,22.3694365876,2.03366008817,25,25.0,296,41.5152,2010.0,NIKON,c,10.0
-12.0880839834,24.1428711137,2.03499544713,27,27.0,296,41.5152,2010.0,NIKON,c,10.0
-13.1857533413,26.9469090773,2.02586623815,30,30.0,296,41.5152,2010.0,NIKON,c,10.0
-13.6540549551,27.8310399246,2.02689994773,31,31.0,296,41.5152,2010.0,NIKON,c,10.0
-14.4167857173,28.568449198,2.03814914017,32,32.0,296,41.5152,2010.0,NIKON,c,10.0
-15.3982442174,31.4307822846,2.02633913755,35,35.0,296,40.6272,2007.0,RICOH,c,10.0
-6.54467514928,12.3760747893,2.05723065805,14,14.0,297,38.277552,2005.0,CANON,c,8.0
-6.86135410991,13.3387338147,2.04589209081,15,15.0,297,38.277552,2001.0,CANON,c,3.0
-7.25969941971,14.2582174319,2.04174424291,16,16.0,297,38.277552,2003.0,CANON,c,4.0
-7.92160042806,15.0415506733,2.05553425577,17,17.0,297,38.277552,2005.0,CANON,c,7.0
-8.43373782875,15.9019516486,2.05843487398,18,18.0,297,38.277552,2004.0,CANON,c,5.0
-9.22361312275,17.746125238,2.05012167315,20,20.0,297,38.277552,2005.0,CANON,c,7.0
-13.0824763268,24.7557834285,2.05695296632,28,28.0,297,38.277552,2005.0,CANON,c,7.0
-13.254928211,25.7935433417,2.04549053798,29,29.0,297,38.277552,2005.0,CANON,c,7.0
-15.088421859,29.3485864362,2.04566865384,33,33.0,297,38.277552,2003.0,CANON,c,5.0
-15.6882900633,30.1641766818,2.05039176779,34,34.0,297,38.277552,2008.0,CASIO,c,6.0
-16.3017338326,30.971817416,2.05529390855,35,35.0,297,38.277552,2008.0,CASIO,c,6.0
-16.3393331568,32.0784381165,2.04190039962,36,36.0,297,38.277552,2006.0,KODAK,c,8.0
-2.36664123326,4.40443064119,2.06386158004,5,5.0,298,38.277552,2006.0,KODAK,c,8.0
-8.91751436871,16.7773042377,2.05934275979,19,19.0,298,38.277552,2006.0,KODAK,c,8.0
-10.4526481079,19.3582578641,2.0658971482,22,22.0,298,38.277552,2006.0,KODAK,c,8.0
-10.9404191864,20.2313427143,2.0665223451,23,23.0,298,38.277552,2006.0,KODAK,c,8.0
-11.2994788037,21.1736104329,2.06100683587,24,24.0,298,38.277552,2006.0,KODAK,c,8.0
-12.0659370812,21.8955055286,2.07445999276,25,25.0,298,38.277552,2002.0,LEICA,c,5.0
-12.2140854877,22.9524751541,2.05982940197,26,26.0,298,38.277552,2003.0,MINOLTA,c,5.0
-12.9876631323,23.6710922089,2.07261931125,27,27.0,298,38.277552,2003.0,MINOLTA,c,5.0
-14.0931755627,26.4836251778,2.05982940197,30,30.0,298,38.277552,2003.0,MINOLTA,c,5.0
-14.5573505034,27.3693906823,2.0596248712,31,31.0,298,38.277552,2005.0,NIKON,c,8.0
-15.3159453331,28.0966513762,2.0698823993,32,32.0,298,38.277552,2002.0,NIKON,c,4.0
-6.31874825992,11.3610483859,2.07836921028,13,13.0,299,38.277552,2002.0,NIKON,c,4.0
-10.3704109644,18.2607386606,2.08728409068,21,21.0,299,38.277552,2002.0,NIKON,c,4.0
-13.9727563359,24.2644200503,2.09327195654,28,28.0,299,38.277552,2002.0,NIKON,c,4.0
-14.1519717747,25.3124810101,2.08059213188,29,29.0,299,38.277552,2002.0,NIKON,c,4.0
-14.9843429181,25.9897954458,2.0937925658,30,30.0,299,38.277552,2002.0,NIKON,c,4.0
-15.4450576762,26.878433611,2.09234979468,31,31.0,299,38.277552,2005.0,NIKON,c,5.0
-15.9850571558,28.8700181456,2.07646858181,33,33.0,299,38.277552,2005.0,NIKON,c,7.0
-16.5836438982,29.6813536594,2.08031169783,34,34.0,299,38.277552,2000.0,NIKON,c,3.0
-17.1915573751,30.4868882475,2.08424867955,35,35.0,299,38.277552,2000.0,NIKON,c,3.0
-3.02758955106,5.18012562689,2.09971290246,6,6.0,300,38.277552,2000.0,NIKON,c,3.0
-5.55834861584,9.49235274654,2.10053102554,11,11.0,300,38.277552,2000.0,OLYMPUS,c,3.0
-8.16740639328,13.7583964475,2.10651934917,16,16.0,300,38.277552,2004.0,OLYMPUS,c,6.0
-10.1177091402,17.2520132667,2.10120448052,20,20.0,300,38.277552,2002.0,OLYMPUS,c,4.0
-11.8308012103,19.7238977568,2.11108394302,23,23.0,300,38.277552,2002.0,OLYMPUS,c,4.0
-12.1879310942,20.6749688184,2.10346079065,24,24.0,300,38.277552,2006.0,PANASONIC,c,10.0
-13.1057788162,22.4552568817,2.09909931014,26,26.0,300,38.277552,2006.0,PANASONIC,c,10.0
-13.8688596964,23.1658095201,2.11024317536,27,27.0,300,38.277552,2005.0,PANASONIC,c,8.0
-16.1996830901,27.596562608,2.10161565843,32,32.0,300,38.277552,2006.0,PANASONIC,c,10.0
-16.8665296577,28.3640648939,2.10726850979,33,33.0,300,38.277552,2005.0,PANASONIC,c,8.0
-17.4641531259,29.1719618058,2.11023162786,34,34.0,300,38.277552,2005.0,PANASONIC,c,8.0
-18.1201069285,31.1072616104,2.09825183735,36,36.0,300,38.277552,2006.0,PANASONIC,c,10.0
-6.22527909793,10.2589424481,2.11621171804,12,12.0,301,38.277552,2006.0,PANASONIC,c,10.0
-7.7652598822,12.8335785719,2.1149380832,15,15.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-8.81533412617,14.5358138487,2.11594949911,17,17.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-9.32780678885,15.3945451544,2.11555474041,18,18.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-9.81274100609,16.2699143805,2.11350815037,19,19.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-11.3419780445,18.8509823097,2.11243926159,22,22.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-12.948982512,21.3851315615,2.11525989735,25,25.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-15.0315801744,24.8002338187,2.11569372577,29,29.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-15.8582275477,25.4659894574,2.12775572962,30,30.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-16.3162258943,26.3586944397,2.12507471815,31,31.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-18.066968888,29.976401305,2.11320345055,35,35.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-18.9892683846,30.5844353588,2.12642755621,36,36.0,301,38.277552,2004.0,SAMSUNG,c,5.0
-4.27909854704,6.75938722257,2.13517070518,8,8.0,302,38.277552,2004.0,SAMSUNG,c,5.0
-5.39138322911,8.42217233716,2.14020999526,10,10.0,302,38.277552,2004.0,SAMSUNG,c,5.0
-7.44080717961,11.8589370736,2.13115048519,14,14.0,302,38.277552,2004.0,SONY,c,5.0
-11.2471838931,17.7341719422,2.13599095353,21,21.0,302,38.277552,2005.0,SONY,c,7.0
-13.0544199091,20.1390695127,2.14591474543,24,24.0,302,38.1976,2002.0,SONY,c,5.0
-13.9772639837,21.9234142307,2.13836921831,26,26.0,302,38.16,2002.0,HP,c,4.0
-14.8446073405,23.7410537447,2.12959094675,28,28.0,302,38.16,2002.0,HP,c,4.0
-17.0671091395,27.0686864406,2.13334891755,32,32.0,302,38.16,2002.0,HP,c,4.0
-17.7320032344,27.8312066087,2.13806843777,33,33.0,302,38.16,2007.0,NIKON,c,10.0
-18.3290295712,28.6364570954,2.14015155789,34,34.0,302,38.16,2007.0,NIKON,c,10.0
-18.927234496,29.44078454,2.14215822155,35,35.0,302,38.16,2007.0,NIKON,c,10.0
-4.96759698588,7.50486376864,2.15550349428,9,9.0,303,38.16,2007.0,NIKON,c,10.0
-7.20141087068,10.8231086787,2.15790320151,13,13.0,303,38.16,2007.0,NIKON,c,10.0
-10.9854092098,16.7128927626,2.1522872879,20,20.0,303,38.16,2007.0,NIKON,c,10.0
-12.2067437822,18.3028797252,2.15898137497,22,22.0,303,38.16,2007.0,NIKON,c,10.0
-12.6976942736,19.177292826,2.15564554094,23,23.0,303,38.16,2007.0,NIKON,c,10.0
-13.8104756394,20.8391641534,2.15605980194,25,25.0,303,38.16,2007.0,NIKON,c,10.0
-14.7304264404,22.6277382185,2.14786703948,27,27.0,303,38.16,2007.0,NIKON,c,10.0
-15.8926697366,24.2574328535,2.15079531967,29,29.0,303,38.16,2007.0,NIKON,c,10.0
-16.7138215257,24.9128113629,2.16171889344,30,30.0,303,38.16,2007.0,NIKON,c,10.0
-17.1699222891,25.8107297182,2.15779964163,31,31.0,303,38.16,2007.0,NIKON,c,10.0
-19.8433558059,30.0373306131,2.15460327508,36,36.0,303,38.16,2007.0,NIKON,c,10.0
-3.92246211573,5.79778327903,2.16560673084,7,7.0,304,38.16,2007.0,NIKON,c,10.0
-9.04085642605,13.2008679671,2.17129445543,16,16.0,304,38.16,2007.0,NIKON,c,10.0
-9.67690162604,13.9770374157,2.17636474244,17,17.0,304,38.16,2007.0,NIKON,c,10.0
-10.191450382,14.8369248536,2.17267460684,18,18.0,304,38.16,2001.0,NIKON,c,3.0
-10.6791851834,15.7148020611,2.16767354095,19,19.0,304,38.16,2007.0,NIKON,c,10.0
-14.8271972232,21.357767264,2.17763912648,26,26.0,304,38.16,2007.0,NIKON,c,10.0
-15.6968794353,23.186374792,2.16590993697,28,28.0,304,38.16,2007.0,NIKON,c,10.0
-17.9173500566,26.5135544005,2.16508217668,32,32.0,304,38.16,2007.0,NIKON,c,10.0
-18.5806569321,27.2719487381,2.16886836574,33,33.0,304,38.16,2007.0,NIKON,c,10.0
-19.1774990528,28.0753188776,2.17007148793,34,34.0,304,38.16,2007.0,NIKON,c,10.0
-19.7716330212,28.8804869709,2.17111299255,35,35.0,304,38.16,2007.0,NIKON,c,10.0
-6.43548547668,8.92101601161,2.19573080293,11,11.0,305,38.16,2007.0,NIKON,c,10.0
-8.63216065487,12.2672654829,2.18398407559,15,15.0,305,38.16,2007.0,NIKON,c,10.0
-12.0972797443,17.1655417272,2.18469781637,21,21.0,305,38.16,2007.0,NIKON,c,10.0
-13.8973837769,19.5668782425,2.18836870021,24,24.0,305,38.16,2007.0,NIKON,c,10.0
-14.6489825931,20.2585120132,2.19685970654,25,25.0,305,38.16,2007.0,NIKON,c,10.0
-15.5711439131,22.0576398837,2.18549090359,27,27.0,305,38.16,2007.0,NIKON,c,10.0
-16.734179603,23.6847468429,2.18589691356,29,29.0,305,38.16,2007.0,NIKON,c,10.0
-17.5501380223,24.3308991901,2.19568205726,30,30.0,305,38.16,2007.0,NIKON,c,10.0
-18.005232701,25.2351262209,2.1905245651,31,31.0,305,38.16,2001.0,NIKON,c,3.0
-18.7495497211,25.9317254585,2.19681543581,32,32.0,305,38.16,2007.0,NIKON,c,10.0
-7.09571578036,9.67733525121,2.20347818064,12,12.0,306,38.16,2007.0,NIKON,c,10.0
-8.29630010138,11.277029956,2.20507031234,14,14.0,306,38.16,2001.0,NIKON,c,3.0
-11.824449601,16.1301702295,2.20337009528,20,20.0,306,38.16,2001.0,NIKON,c,3.0
-13.0450724311,17.7151371789,2.20552348836,22,22.0,306,38.16,2001.0,NIKON,c,3.0
-13.5393772402,18.5926131555,2.20020713887,23,23.0,306,38.16,2001.0,NIKON,c,3.0
-16.5284485381,22.6011147717,2.20222892718,28,28.0,306,38.16,2007.0,NIKON,c,10.0
-19.4116857511,26.6868217722,2.19966829372,33,33.0,306,38.16,2001.0,NIKON,c,3.0
-20.0088020754,27.4890494472,2.19999141796,34,34.0,306,38.16,2007.0,NIKON,c,10.0
-20.5994565872,28.2959783063,2.20006776355,35,35.0,306,38.16,2001.0,NIKON,c,3.0
-11.0218515824,14.2309095878,2.22979447327,18,18.0,307,38.16,2001.0,NIKON,c,3.0
-11.5143054705,15.1135955196,2.22183893153,19,19.0,307,38.16,2001.0,NIKON,c,3.0
-12.9186821845,16.5561967437,2.23340467922,21,21.0,307,38.16,2001.0,NIKON,c,3.0
-14.7153036199,18.9594261352,2.23082265499,24,24.0,307,38.16,2001.0,NIKON,c,3.0
-15.6542679993,20.7591881683,2.21690903465,26,26.0,307,38.16,2007.0,NIKON,c,10.0
-16.3898221728,21.4563214262,2.22311476771,27,27.0,307,38.16,2007.0,NIKON,c,10.0
-17.5550730373,23.0828813334,2.22099850746,29,29.0,307,38.16,2007.0,NIKON,c,10.0
-18.3662124421,23.7209241079,2.22964522109,30,30.0,307,38.16,2007.0,NIKON,c,10.0
-18.8212626587,24.6325003183,2.22324948858,31,31.0,307,38.16,2007.0,NIKON,c,10.0
-19.5628701783,25.3237854671,2.22854869493,32,32.0,307,38.16,2007.0,NIKON,c,10.0
-20.2243014104,26.0763807393,2.2304682217,33,33.0,307,38.16,2007.0,NIKON,c,10.0
-20.8221945103,26.8781735945,2.229911348,34,34.0,307,38.16,2007.0,NIKON,c,10.0
-21.4100112128,27.6877485518,2.22902253455,35,35.0,307,38.16,2007.0,NIKON,c,10.0
-6.24220539945,7.81248179205,2.24492975038,10,10.0,308,38.16,2007.0,NIKON,c,10.0
-8.03854384328,10.2167417937,2.23743719274,13,13.0,308,38.16,2007.0,NIKON,c,10.0
-9.87638596506,12.5879704587,2.23606956169,16,16.0,308,38.16,2007.0,NIKON,c,10.0
-10.5031591613,13.3672602889,2.23677998578,17,17.0,308,38.16,2007.0,NIKON,c,10.0
-14.3541790265,17.9710195725,2.24476873679,23,23.0,308,38.16,2007.0,NIKON,c,10.0
-15.4631077609,19.644141579,2.23765961113,25,25.0,308,38.16,2007.0,NIKON,c,10.0
-17.3382178724,21.9860455973,2.2385479174,28,28.0,308,38.16,2007.0,NIKON,c,10.0
-9.45792525096,11.6424932874,2.25303006797,15,15.0,309,38.16,2007.0,NIKON,c,10.0
-12.6326413533,15.5053659241,2.25445290265,20,20.0,309,38.16,2007.0,NIKON,c,10.0
-13.855148358,17.0890275902,2.25206560175,22,22.0,309,38.16,2007.0,NIKON,c,10.0
-16.4572010288,20.128599909,2.25617894282,26,26.0,309,38.16,2007.0,NIKON,c,10.0
-17.1853024719,20.8246339451,2.26073863182,27,27.0,309,38.16,2007.0,NIKON,c,10.0
-18.3543387026,22.4525778206,2.25610010135,29,29.0,309,38.16,2007.0,NIKON,c,10.0
-19.1611035365,23.0835896529,2.26360838491,30,30.0,309,38.16,2007.0,NIKON,c,10.0
-19.617138337,24.0034973174,2.25597441205,31,31.0,309,38.16,2007.0,NIKON,c,10.0
-20.3564924835,24.6903465704,2.26028195406,32,32.0,309,38.16,2007.0,NIKON,c,10.0
-21.0177330947,25.4412046798,2.26126814967,33,33.0,309,38.16,2007.0,NIKON,c,10.0
-21.6169482611,26.2432381363,2.25983127803,34,34.0,309,38.16,2007.0,NIKON,c,10.0
-22.2026173936,27.0563075986,2.25797730555,35,35.0,309,38.16,2007.0,NIKON,c,10.0
-3.90388208802,4.55628188799,2.27923248266,6,6.0,310,38.16,2007.0,NIKON,c,10.0
-5.14185638266,6.12872849293,2.26885549895,8,8.0,310,38.16,2007.0,NIKON,c,10.0
-5.82035393484,6.86465440304,2.27405416046,9,9.0,310,38.16,2007.0,NIKON,c,10.0
-9.10648150892,10.6335316113,2.27899013948,14,14.0,310,38.16,2007.0,NIKON,c,10.0
-12.3156523159,14.4680581985,2.27600432211,19,19.0,310,38.16,2007.0,NIKON,c,10.0
-13.7094429378,15.9075822907,2.28211154206,21,21.0,310,38.16,2007.0,NIKON,c,10.0
-15.5067054911,18.3178078604,2.27327660977,24,24.0,310,38.16,2007.0,NIKON,c,10.0
-16.2514961119,18.9970754098,2.27845951572,25,25.0,310,38.16,2007.0,NIKON,c,10.0
-18.125119414,21.3419784984,2.27486690761,28,28.0,310,38.16,2007.0,NIKON,c,10.0
-2.66217618616,2.98543429903,2.29901884264,4,4.0,311,38.16,2007.0,NIKON,c,10.0
-3.28738261624,3.7673751518,2.2882610553,5,5.0,311,38.16,2007.0,NIKON,c,10.0
-7.25434158448,8.26888917423,2.29093058031,11,11.0,311,38.16,2007.0,NIKON,c,10.0
-7.9121497812,9.02207768975,2.29074464324,12,12.0,311,38.16,2007.0,NIKON,c,10.0
-10.670490509,11.9222746276,2.30084466795,16,16.0,311,38.16,2007.0,NIKON,c,10.0
-11.2910918078,12.708707479,2.29719522912,17,17.0,311,38.16,2007.0,NIKON,c,10.0
-11.8163017937,13.5784760529,2.2869143397,18,18.0,311,38.16,2007.0,NIKON,c,10.0
-14.6352171187,16.4259069731,2.29860771513,22,22.0,311,38.16,2007.0,NIKON,c,10.0
-15.1404819191,17.3137461936,2.28933033471,23,23.0,311,38.16,2007.0,NIKON,c,10.0
-17.2347582471,19.4669748077,2.29544885099,26,26.0,311,38.16,2007.0,NIKON,c,10.0
-17.9564588972,20.1634715234,2.29836249594,27,27.0,311,38.16,2007.0,NIKON,c,10.0
-19.1309919072,21.7946128354,2.29120169525,29,29.0,311,38.16,2007.0,NIKON,c,10.0
-19.9338944896,22.4196309176,2.29757154873,30,30.0,311,38.16,2007.0,NIKON,c,10.0
-20.3920074922,23.3487907704,2.28869933553,31,31.0,311,38.16,2007.0,NIKON,c,10.0
-21.1296175264,24.0320465876,2.29201521319,32,32.0,311,38.16,2007.0,NIKON,c,10.0
-21.7912281861,24.7818960966,2.29206807765,33,33.0,311,38.16,2007.0,NIKON,c,10.0
-22.3923519156,25.5848114257,2.28975120807,34,34.0,311,38.16,2007.0,NIKON,c,10.0
-22.976610672,26.4021847964,2.28693207655,35,35.0,311,38.16,2007.0,NIKON,c,10.0
-4.7615199896,5.13107468165,2.31885515297,7,7.0,312,38.16,2007.0,NIKON,c,10.0
-8.82485455352,9.54578137762,2.31697118397,13,13.0,312,38.16,2007.0,NIKON,c,10.0
-13.4078759867,14.8401098893,2.30553571003,20,20.0,312,38.16,2007.0,NIKON,c,10.0
-16.2701632309,17.6431796579,2.31573056454,24,24.0,312,38.16,2007.0,NIKON,c,10.0
-17.0128354514,18.3183904834,2.31925942031,25,25.0,312,38.16,2007.0,NIKON,c,10.0
-18.8881152995,20.6697629505,2.31118589783,28,28.0,312,38.16,2007.0,NIKON,c,10.0
-23.1477113824,24.9034828439,2.3196711381,34,34.0,312,38.16,2007.0,NIKON,c,10.0
-23.7313421938,25.7259285096,2.31588684755,35,35.0,312,38.16,2007.0,NIKON,c,10.0
-10.2386185261,10.9622393094,2.32207606036,15,15.0,313,38.16,2007.0,NIKON,c,10.0
-13.080875231,13.7800835698,2.33016971269,19,19.0,313,38.16,2007.0,NIKON,c,10.0
-14.4676864071,15.22123681,2.33081840491,21,21.0,313,38.16,2007.0,NIKON,c,10.0
-15.8967247863,16.6220979744,2.33389193264,23,23.0,313,38.16,2007.0,NIKON,c,10.0
-17.9857407175,18.7753330422,2.33471875916,26,26.0,313,38.16,2007.0,NIKON,c,10.0
-18.7021999628,19.4737699625,2.33598636005,27,27.0,313,38.16,2007.0,NIKON,c,10.0
-19.884075818,21.1097969877,2.32630328914,29,29.0,313,38.16,2007.0,NIKON,c,10.0
-20.6836939753,21.7298137022,2.33153471255,30,30.0,313,38.16,2007.0,NIKON,c,10.0
-21.145040375,22.6690817533,2.321424259,31,31.0,313,38.16,2007.0,NIKON,c,10.0
-21.8814668355,23.349548371,2.32374847232,32,32.0,313,38.16,2007.0,NIKON,c,10.0
-22.5440529776,24.0990803838,2.32286800562,33,33.0,313,38.16,2007.0,NIKON,c,10.0
-7.02463666117,7.11719606155,2.3496495055,10,10.0,314,38.16,2007.0,NIKON,c,10.0
-9.86692647233,9.93195660429,2.35290996662,14,14.0,314,38.16,2007.0,NIKON,c,10.0
-12.5722096847,12.8817523514,2.34403420613,18,18.0,314,38.16,2007.0,NIKON,c,10.0
-15.3835892581,15.7272114991,2.34514982852,22,22.0,314,38.16,2007.0,NIKON,c,10.0
-19.6261991953,19.970285555,2.34750488804,28,28.0,314,38.16,2007.0,NIKON,c,10.0
-21.875430619,21.9650981158,2.35414918248,31,31.0,314,38.16,2007.0,NIKON,c,10.0
-22.6112833622,22.6435391384,2.35548173144,32,32.0,314,38.16,2007.0,NIKON,c,10.0
-23.2754933692,23.3934052335,2.3536679336,33,33.0,314,38.16,2007.0,NIKON,c,10.0
-23.8823505126,24.1998622722,2.34959106813,34,34.0,314,38.16,2007.0,NIKON,c,10.0
-24.4661792521,25.0281056575,2.34484161855,35,35.0,314,38.16,2007.0,NIKON,c,10.0
-11.4198393076,11.2065726335,2.36561977421,16,16.0,315,38.16,2007.0,NIKON,c,10.0
-12.0378244848,12.0037819737,2.35761047246,17,17.0,315,38.16,2007.0,NIKON,c,10.0
-14.1481310025,14.1361377022,2.3566185174,20,20.0,315,38.16,2007.0,NIKON,c,10.0
-17.0043010369,16.936757253,2.35818451932,24,24.0,315,38.16,2007.0,NIKON,c,10.0
-17.7458586054,17.6092164039,2.3600593249,25,25.0,315,38.16,2007.0,NIKON,c,10.0
-20.6126626391,20.3989739675,2.36140488304,29,29.0,315,38.16,2007.0,NIKON,c,10.0
-21.4096371859,21.0149336322,2.36549787638,30,30.0,315,38.16,2007.0,NIKON,c,10.0
